instruction,question,answer,case_number,year,appeal_status,status
أنت مستشار قانوني سعودي، متخصص في الدعاوى (مطالبة مالية ناشئة عن عقد بيع تجاري) وتحديداً في مسائل (الالتزام بسداد الديون الثابتة). تقدم إجابات دقيقة.,أنا صاحب شركة قمت بتوريد بضاعة لعميل بموجب مستندات تثبت الدين، لكن العميل لم يسدد المبلغ المتبقي وتغيب عن الجلسات القضائية. ما هي فرصي في الحصول على حكم لصالحي؟,"إذا كانت لديك مستندات تثبت الدين وتخلف العميل عن الحضور أو الرد رغم تبلغه، فإن المحكمة قد تستخلص قرينة على صحة دعواك وتحكم بإلزامه بالمبلغ المطالب به، وذلك بناءً على أن الأصل في الديون الثابتة في الذمة هو عدم البراءة منها ما لم يثبت المدين خلاف ذلك.

(المصدر: حكم رقم 4570099295 لعام 1445هـ | نسبة تأكيد الربط: 19.69%)",4570099295,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (مطالبة مالية ناشئة عن عقد بيع تجاري) وتحديداً في مسائل (الالتزام بسداد الديون الثابتة). تقدم إجابات دقيقة.,متى يُعتبر الحكم الصادر في المطالبات التجارية قطعياً وغير قابل للاعتراض وفقاً لنظام المحاكم التجارية؟,"يُعد الحكم الصادر في المطالبات التجارية قطعياً ولا يحق لأحد الأطراف الاعتراض عليه إذا كان المبلغ المحكوم به لا يتجاوز حدًا معيناً، وذلك بناءً على نص المادة (٧٨/١) من نظام المحاكم التجارية، والتي تحدد الحالات التي تكون فيها الأحكام نهائية.

(المصدر: حكم رقم 4570099295 لعام 1445هـ | نسبة تأكيد الربط: 19.69%)",4570099295,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (مطالبة مالية تجارية) وتحديداً في مسائل (الإقرار القضائي حجة على صاحبه ويغني عن البينة، ويترتب عليه إلزام المقر بما أقر به.). تقدم إجابات دقيقة.,ما هو الأثر القانوني لإقرار المدعى عليه بصحة المطالبة في الدعوى التجارية؟,"الإقرار القضائي حجة على صاحبه ويغني المدعي عن تقديم البينة، ويترتب عليه إلزام المدعى عليه بالمبلغ الذي أقر به، وذلك وفقاً لنظام الإثبات.

(المصدر: حكم رقم 4570762906 لعام 1445هـ | نسبة تأكيد الربط: 25.52%)",4570762906,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (مطالبة مالية تجارية) وتحديداً في مسائل (الإقرار القضائي حجة على صاحبه ويغني عن البينة، ويترتب عليه إلزام المقر بما أقر به.). تقدم إجابات دقيقة.,لدي عميل يواجه دعوى مطالبة مالية، وقد أقر أمام المحكمة بصحة الدين المستحق عليه. ما هي نصيحتك القانونية له بخصوص مسار القضية؟,"بما أن عميلك قد أقر بصحة الدين أمام المحكمة، فإن هذا الإقرار يعتبر حجة قاطعة عليه، وسيكون من الصعب جداً التراجع عنه أو دحض المطالبة. من المرجح أن تحكم المحكمة بإلزامه بالمبلغ المقر به. ينصح بالتركيز على سبل التسوية أو طلب مهلة للسداد إذا كان هناك تعثر مالي، بدلاً من محاولة إنكار الدين.

(المصدر: حكم رقم 4570762906 لعام 1445هـ | نسبة تأكيد الربط: 25.52%)",4570762906,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (مطالبة مالية تجارية) وتحديداً في مسائل (الإقرار القضائي حجة على صاحبه ويغني عن البينة، ويترتب عليه إلزام المقر بما أقر به.). تقدم إجابات دقيقة.,ما هي الإجراءات التي تتبعها المحكمة بعد إقرار المدعى عليه بصحة المطالبة في دعوى تجارية؟,"بعد إقرار المدعى عليه بصحة المطالبة، تتحقق المحكمة من صحة الإقرار ووضوحه، ثم تقفل باب المرافعة وتعتبر القضية صالحة للحكم، وتصدر حكمها بإلزام المدعى عليه بالمبلغ المقر به، استناداً إلى أن الإقرار حجة على صاحبه وفقاً لنظام الإثبات.

(المصدر: حكم رقم 4570762906 لعام 1445هـ | نسبة تأكيد الربط: 25.52%)",4570762906,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعة شراكة تجارية وإثبات) وتحديداً في مسائل (اليمين الحاسمة كوسيلة إثبات لدفع الدعوى عند عجز المدعي عن تقديم البينة، وأثرها في الحكم لصالح من حلفها وفقاً لنظام الإثبات.). تقدم إجابات دقيقة.,ما هو تعريف اليمين الحاسمة وما هو أثرها القانوني على الدعوى وفقاً لنظام الإثبات؟,"اليمين الحاسمة هي اليمين التي يؤديها المدعى عليه لدفع الدعوى. إذا عجز المدعي عن البينة وطلب يمين خصمه حُلِّف، وكل من وجهت إليه اليمين فحلفها حُكم لصالحه، وذلك استناداً للمواد 92 و 97 و 98 من نظام الإثبات.

(المصدر: حكم رقم 4570756958 لعام 1445هـ | نسبة تأكيد الربط: 46.85%)",4570756958,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعة شراكة تجارية وإثبات) وتحديداً في مسائل (اليمين الحاسمة كوسيلة إثبات لدفع الدعوى عند عجز المدعي عن تقديم البينة، وأثرها في الحكم لصالح من حلفها وفقاً لنظام الإثبات.). تقدم إجابات دقيقة.,لدي عميل يدعي وجود شراكة تجارية مع طرف آخر منذ سنوات، لكنه لا يملك أي مستندات كتابية تثبت هذه الشراكة، والطرف الآخر ينكرها تماماً. ما هو الإجراء القانوني الذي يمكن لعميلي اتخاذه لإثبات حقه في هذه الحالة؟,"في حال عجز عميلك (المدعي) عن تقديم البينة لإثبات الشراكة، يمكنه طلب توجيه اليمين الحاسمة للطرف الآخر (المدعى عليه). إذا حلف المدعى عليه اليمين على نفي الشراكة بالصيغة التي تحددها المحكمة، فإن الحكم سيكون لصالحه برفض الدعوى، وذلك استناداً لنظام الإثبات.

(المصدر: حكم رقم 4570756958 لعام 1445هـ | نسبة تأكيد الربط: 46.85%)",4570756958,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعة شراكة تجارية وإثبات) وتحديداً في مسائل (اليمين الحاسمة كوسيلة إثبات لدفع الدعوى عند عجز المدعي عن تقديم البينة، وأثرها في الحكم لصالح من حلفها وفقاً لنظام الإثبات.). تقدم إجابات دقيقة.,ما هي الخطوات الإجرائية الدقيقة التي تتبعها المحكمة عند طلب المدعي توجيه اليمين الحاسمة للمدعى عليه وموافقة الأخير على أدائها؟,"عند طلب المدعي توجيه اليمين الحاسمة وموافقة المدعى عليه، تقوم الدائرة القضائية بإفهام المدعى عليه بصيغة اليمين التي يجب أن يحلفها، والتي يجب أن تكون واضحة ومحددة لنفي الوقائع المدعى بها. بعد أداء المدعى عليه اليمين بالصيغة المعتمدة، تعتبر الدائرة أن الدعوى أصبحت جاهزة للفصل فيها، وتصدر حكمها برفض دعوى المدعي استناداً إلى أداء المدعى عليه لليمين الحاسمة.

(المصدر: حكم رقم 4570756958 لعام 1445هـ | نسبة تأكيد الربط: 46.85%)",4570756958,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعة تجارية - مطالبة مالية بأجرة معدات) وتحديداً في مسائل (يُعد إقرار المدعى عليه بصدور مستندات تثبت العلاقة التعاقدية حجة عليه، ويُرفض دفعه بعدم الصفة أو أن النزاع يتعلق بتعامل سابق تم تسويته صلحاً، متى ثبت للدائرة وجود العلاقة التعاقدية وأن المطالبة الحالية مغايرة للتعاملات السابقة.). تقدم إجابات دقيقة.,ما هو الأثر القانوني لإقرار المدعى عليه بصدور مستندات تثبت العلاقة التعاقدية في دعوى مطالبة مالية؟,"يُعد إقرار المدعى عليه بصدور مستندات تثبت العلاقة التعاقدية حجة عليه، ويُبنى عليه الحكم بإلزامه بالمطالبة المالية متى توافقت المستندات مع قيمة المطالبة، ويُرفض دفعه بعدم الصفة أو أن النزاع يتعلق بتعامل سابق تم تسويته صلحاً ما لم يثبت ذلك.

(المصدر: حكم رقم ٤٤٧١٠٩٢٩٩٤ لعام ١٤٤٤هـ | نسبة تأكيد الربط: 20.03%)",٤٤٧١٠٩٢٩٩٤,١٤٤٤,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعة تجارية - مطالبة مالية بأجرة معدات) وتحديداً في مسائل (يُعد إقرار المدعى عليه بصدور مستندات تثبت العلاقة التعاقدية حجة عليه، ويُرفض دفعه بعدم الصفة أو أن النزاع يتعلق بتعامل سابق تم تسويته صلحاً، متى ثبت للدائرة وجود العلاقة التعاقدية وأن المطالبة الحالية مغايرة للتعاملات السابقة.). تقدم إجابات دقيقة.,أنا صاحب شركة تأجير معدات، وقمت بتأجير معدات لشركة أخرى، ولدي فواتير وأوامر شراء صادرة منهم، بالإضافة إلى كشوف دوام للمعدات التي أقر وكيلهم بصدورها. لكنهم يرفضون السداد بحجة أن الفواتير تخص شركة أخرى تابعة لهم أو أن التعامل تم تسويته سابقاً. ما هي فرصي في كسب الدعوى وما هي البينات التي يجب أن أركز عليها؟,"فرصك في كسب الدعوى عالية جداً، خاصة وأن وكيل الشركة المدعى عليها قد أقر بصدور كشوف الدوام من موكلته. يجب عليك التركيز على تقديم كافة الفواتير وأوامر الشراء وكشوف الدوام التي تثبت المطالبة الحالية، مع إبراز أي دليل يوضح أن الشركات مرتبطة ببعضها البعض (مثل الرقم الضريبي الموحد)، وتقديم ما يثبت أن المطالبة الحالية مغايرة لأي تعاملات سابقة تم تسويتها صلحاً، حيث أن إقرار المدعى عليه بصدور المستندات يُعد حجة عليه.

(المصدر: حكم رقم ٤٤٧١٠٩٢٩٩٤ لعام ١٤٤٤هـ | نسبة تأكيد الربط: 20.03%)",٤٤٧١٠٩٢٩٩٤,١٤٤٤,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعة تجارية - مطالبة مالية بأجرة معدات) وتحديداً في مسائل (يُعد إقرار المدعى عليه بصدور مستندات تثبت العلاقة التعاقدية حجة عليه، ويُرفض دفعه بعدم الصفة أو أن النزاع يتعلق بتعامل سابق تم تسويته صلحاً، متى ثبت للدائرة وجود العلاقة التعاقدية وأن المطالبة الحالية مغايرة للتعاملات السابقة.). تقدم إجابات دقيقة.,في حال دفع المدعى عليه بعدم الصفة أو بأن المطالبة تتعلق بتعامل سابق تم تسويته صلحاً، ما هي الإجراءات التي تتخذها الدائرة القضائية للتحقق من صحة هذه الدفوع؟,"تتولى الدائرة القضائية التحقق من المسائل الأولية كالصفة، وفي حال دفع المدعى عليه بعدم الصفة، فإنها تطلب من المدعي تقديم ما يثبت العلاقة التعاقدية بين الأطراف. وإذا أقر المدعى عليه بصدور مستندات تثبت هذه العلاقة، فإن الدائرة تعتبر الإقرار حجة عليه. أما بخصوص الدفع بأن المطالبة تتعلق بتعامل سابق تم تسويته صلحاً، فتطلب الدائرة من المدعي تقديم بينات (مثل فواتير وجداول زمنية أخرى) تثبت أن النزاع الحالي مغاير لما تم تسويته سابقاً، وفي حال إثبات ذلك، فإنها تشيح بنظرها عن هذه الدفوع لعدم قيامها على أساس صحيح.

(المصدر: حكم رقم ٤٤٧١٠٩٢٩٩٤ لعام ١٤٤٤هـ | نسبة تأكيد الربط: 20.03%)",٤٤٧١٠٩٢٩٩٤,١٤٤٤,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (نزاع تجاري - مطالبة مالية وشرط جزائي) وتحديداً في مسائل (يتحمل الطرف الذي يخل بالتزاماته التعاقدية، كعدم سداد الرسوم المتفق عليها، مسؤولية الأضرار المترتبة على هذا الإخلال، ويجوز للطرف المتضرر المطالبة بالشرط الجزائي المنصوص عليه في العقد نتيجة لفسخ العقد بسبب هذا الإخلال.). تقدم إجابات دقيقة.,ما هي الآثار القانونية المترتبة على إخلال أحد طرفي العقد التجاري بالتزاماته الأساسية، مثل عدم سداد الرسوم المتفق عليها، وهل يبرر ذلك فسخ العقد والمطالبة بالشرط الجزائي؟,"يُعد إخلال أحد طرفي العقد التجاري بالتزاماته الأساسية، كعدم سداد الرسوم المستحقة، سبباً مشروعاً لفسخ العقد من قبل الطرف المتضرر. وفي هذه الحالة، يحق للطرف المتضرر المطالبة بالشرط الجزائي المنصوص عليه في العقد لتعويضه عن الأضرار الناتجة عن هذا الإخلال وفسخ العقد، ما لم يثبت الطرف المخل أن عدم السداد كان لسبب مشروع أو أن الطرف الآخر هو من أخل أولاً.

(المصدر: حكم رقم ٤٥٧٠٧٦٨١٣٨ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 27.27%)",٤٥٧٠٧٦٨١٣٨,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (نزاع تجاري - مطالبة مالية وشرط جزائي) وتحديداً في مسائل (يتحمل الطرف الذي يخل بالتزاماته التعاقدية، كعدم سداد الرسوم المتفق عليها، مسؤولية الأضرار المترتبة على هذا الإخلال، ويجوز للطرف المتضرر المطالبة بالشرط الجزائي المنصوص عليه في العقد نتيجة لفسخ العقد بسبب هذا الإخلال.). تقدم إجابات دقيقة.,أنا صاحب شركة مقاولات وقمت بتوفير عمالة لشركة أخرى بموجب عقد يتضمن شرطاً جزائياً في حال فسخ العقد دون سبب مشروع. الآن، امتنعت الشركة الأخرى عن سداد رسوم شهرين متتاليين، مما أثر على قدرتي على تجديد إقامات العمال. هل يحق لي فسخ العقد والمطالبة بالشرط الجزائي؟ وما هي فرص نجاح دعواي؟,"نعم، يحق لك فسخ العقد والمطالبة بالشرط الجزائي في هذه الحالة. فامتناع الشركة الأخرى عن سداد الرسوم المتفق عليها يُعد إخلالاً جوهرياً بالتزاماتها التعاقدية، خاصة إذا كان هذا الإخلال قد أعاق قدرتك على الوفاء بالتزاماتك (كتجديد الإقامات). فرص نجاح دعواك عالية إذا تمكنت من إثبات وجود العقد، وامتناع الشركة عن السداد، وأن هذا الامتناع هو السبب المباشر لعدم قدرتك على تجديد الإقامات، وأن العقد يتضمن شرطاً جزائياً واضحاً. يجب عليك تقديم العقد وأي مراسلات أو مستندات تثبت المطالبة بالرسوم وعدم سدادها.

(المصدر: حكم رقم ٤٥٧٠٧٦٨١٣٨ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 27.27%)",٤٥٧٠٧٦٨١٣٨,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (نزاع تجاري - مطالبة مالية وشرط جزائي) وتحديداً في مسائل (يتحمل الطرف الذي يخل بالتزاماته التعاقدية، كعدم سداد الرسوم المتفق عليها، مسؤولية الأضرار المترتبة على هذا الإخلال، ويجوز للطرف المتضرر المطالبة بالشرط الجزائي المنصوص عليه في العقد نتيجة لفسخ العقد بسبب هذا الإخلال.). تقدم إجابات دقيقة.,ما هي أنواع الأدلة التي يجب على المدعي تقديمها لإثبات إخلال المدعى عليه بالتزاماته التعاقدية المتعلقة بسداد الرسوم، وكيف يمكن للمحكمة التحقق من العلاقة السببية بين هذا الإخلال والضرر المطالب به (كالشرط الجزائي)؟,"لإثبات إخلال المدعى عليه بسداد الرسوم، يجب على المدعي تقديم العقد الأصلي الذي يحدد التزامات الدفع، وفواتير المطالبة بالرسوم، وكشوف حسابات بنكية تثبت عدم ورود المبالغ، أو أي مراسلات (بريد إلكتروني، خطابات رسمية) تطالب بالسداد وتوضح امتناع المدعى عليه. للتحقق من العلاقة السببية، تنظر المحكمة في تسلسل الأحداث، فإذا كان عدم سداد الرسوم هو السبب المباشر الذي حال دون قيام المدعي بالتزاماته الأخرى (مثل تجديد الإقامات)، مما أدى إلى فسخ العقد وتفعيل الشرط الجزائي، فإن العلاقة السببية تكون قائمة. كما يمكن للمحكمة الاستعانة بالخبراء إذا لزم الأمر لتقدير الأضرار وتحديد العلاقة السببية.

(المصدر: حكم رقم ٤٥٧٠٧٦٨١٣٨ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 27.27%)",٤٥٧٠٧٦٨١٣٨,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعة تجارية - مطالبة مالية بقيمة بضائع موردة) وتحديداً في مسائل (عدول المحكمة عن توجيه اليمين الحاسمة بعد تقديم المدعي أصول فواتير تثبت المديونية). تقدم إجابات دقيقة.,كيف يمكن لشركة إثبات مديونية مقابل بضائع موردة إذا أنكر الطرف الآخر ذلك؟,"يمكن للشركة إثبات المديونية من خلال تقديم أصول الفواتير والمستندات التجارية التي تثبت التوريد، خاصة تلك التي تحمل أختام أو توقيعات المدعى عليه، والتي تعد بينة كتابية قوية على الصفقة والمديونية.

(المصدر: حكم رقم 4570756958 لعام 1445هـ | نسبة تأكيد الربط: 22.28%)",4570756958,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعة تجارية - مطالبة مالية بقيمة بضائع موردة) وتحديداً في مسائل (عدول المحكمة عن توجيه اليمين الحاسمة بعد تقديم المدعي أصول فواتير تثبت المديونية). تقدم إجابات دقيقة.,قام عميل بتوريد بضائع لشركة أخرى ولم يتم سداد قيمتها. يمتلك العميل صورًا للفواتير وبعض أصول سندات التسليم الموقعة من المستلم. ما الإجراء الذي يجب عليه اتخاذه لاسترداد أمواله؟,"يجب على العميل رفع دعوى قضائية أمام المحكمة التجارية، مع إرفاق جميع المستندات الأصلية المتاحة، خاصة الفواتير وسندات التسليم التي تحمل توقيعات أو أختام الشركة الأخرى. ستعتبر المحكمة هذه المستندات بينة قوية لإثبات المديونية، وقد يؤدي عدم حضور المدعى عليه رغم التبليغ إلى الحكم حضورياً في مواجهته.

(المصدر: حكم رقم 4570756958 لعام 1445هـ | نسبة تأكيد الربط: 22.28%)",4570756958,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعة تجارية - مطالبة مالية بقيمة بضائع موردة) وتحديداً في مسائل (عدول المحكمة عن توجيه اليمين الحاسمة بعد تقديم المدعي أصول فواتير تثبت المديونية). تقدم إجابات دقيقة.,في أي ظروف قد تتراجع المحكمة عن قرارها بتوجيه اليمين الحاسمة للمدعى عليه؟,"قد تتراجع المحكمة عن قرارها بتوجيه اليمين الحاسمة إذا قدم المدعي لاحقًا بينة كتابية قوية، مثل أصول الفواتير التي تحمل أختام أو توقيعات المدعى عليه، والتي تثبت الدعوى بشكل كافٍ دون الحاجة لليمين، مما يغير قناعة الدائرة بخصوص الحاجة إلى اليمين.

(المصدر: حكم رقم 4570756958 لعام 1445هـ | نسبة تأكيد الربط: 22.28%)",4570756958,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (نزاع تجاري - مطالبة مالية ناشئة عن عقد خدمات نقل وإخلال بالعقد) وتحديداً في مسائل (في المنازعات التجارية، يقع عبء الإثبات على المدعي، ويجب أن تكون البينات المقدمة موصلة ومؤيدة بمستندات معتمدة من الطرفين أو أدلة قوية لا مجرد فواتير صادرة من طرف واحد. كما لا يجوز توجيه اليمين الحاسمة للشخص ذي الشخصية الاعتبارية (الشركات) في حال عجز المدعي عن إثبات دعواه ببينات كافية.). تقدم إجابات دقيقة.,ما هي المتطلبات القانونية لإثبات المطالبات المالية في العقود التجارية، وما هو الحكم القانوني بشأن توجيه اليمين الحاسمة للشركات؟,"يجب على المدعي في المنازعات التجارية تقديم بينات موصلة تثبت حقه، مثل فواتير دورية وجداول عمل منتظمة مصادق عليها من الطرفين أو أدلة قوية. المحررات العادية الصادرة من طرف واحد أو البينات غير الواضحة لا تعد كافية. وبموجب نظام الإثبات، لا يجوز توجيه اليمين الحاسمة للشخص ذي الشخصية الاعتبارية (الشركات).

(المصدر: حكم رقم 4570756958 لعام 1445هـ | نسبة تأكيد الربط: 24.01%)",4570756958,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (نزاع تجاري - مطالبة مالية ناشئة عن عقد خدمات نقل وإخلال بالعقد) وتحديداً في مسائل (في المنازعات التجارية، يقع عبء الإثبات على المدعي، ويجب أن تكون البينات المقدمة موصلة ومؤيدة بمستندات معتمدة من الطرفين أو أدلة قوية لا مجرد فواتير صادرة من طرف واحد. كما لا يجوز توجيه اليمين الحاسمة للشخص ذي الشخصية الاعتبارية (الشركات) في حال عجز المدعي عن إثبات دعواه ببينات كافية.). تقدم إجابات دقيقة.,أنا صاحب شركة قدمت خدمات نقل لشركة أخرى، ولدي فواتير صادرة مني فقط ومراسلات بريد إلكتروني لم يتم الرد عليها بوضوح. هل هذه البينات كافية لإثبات حقي في المحكمة التجارية؟,"بناءً على السوابق القضائية ونظام الإثبات، فإن الفواتير الصادرة من طرف واحد والمراسلات الإلكترونية التي لم يتم الرد عليها بوضوح أو المصادقة عليها من الطرف الآخر قد لا تُعتبر بينة كافية وموصلة لإثبات حقك في المطالبة المالية. يجب تقديم أدلة أقوى مثل عقود محدثة، أو فواتير مصادق عليها من المدعى عليه، أو أي مستندات تثبت موافقة الطرف الآخر على المبالغ المستحقة.

(المصدر: حكم رقم 4570756958 لعام 1445هـ | نسبة تأكيد الربط: 24.01%)",4570756958,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (نزاع تجاري - مطالبة مالية ناشئة عن عقد خدمات نقل وإخلال بالعقد) وتحديداً في مسائل (في المنازعات التجارية، يقع عبء الإثبات على المدعي، ويجب أن تكون البينات المقدمة موصلة ومؤيدة بمستندات معتمدة من الطرفين أو أدلة قوية لا مجرد فواتير صادرة من طرف واحد. كما لا يجوز توجيه اليمين الحاسمة للشخص ذي الشخصية الاعتبارية (الشركات) في حال عجز المدعي عن إثبات دعواه ببينات كافية.). تقدم إجابات دقيقة.,في حال كانت بينات المدعي غير كافية لإثبات دعواه التجارية ضد شركة، ما هي الإجراءات القضائية المتبعة، وهل يمكن للمحكمة أن توجه اليمين للشركة المدعى عليها؟,"إذا كانت بينات المدعي غير موصلة ولا ترقى لإثبات أحقيته بالمبلغ المدعى به في دعوى تجارية ضد شركة، فإن المحكمة لن توجه اليمين الحاسمة للشركة المدعى عليها. وذلك لأن الفقرة الثانية من المادة الرابعة والتسعون من الأدلة الإجرائية لنظام الإثبات تنص صراحة على أنه 'لا توجه اليمين للشخص ذي الشخصية الاعتبارية'. في هذه الحالة، قد ينتهي الأمر برفض الدعوى لعدم كفاية البينة.

(المصدر: حكم رقم 4570756958 لعام 1445هـ | نسبة تأكيد الربط: 24.01%)",4570756958,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (فسخ عقد مقاولة تجاري لعدم التنفيذ) وتحديداً في مسائل (يثبت فسخ العقد التجاري وإلزام الطرف المخل بإعادة المبالغ غير المستحقة بناءً على تقرير خبير هندسي يحدد الأعمال المنفذة وقيمتها، وذلك عند توقف المقاول عن تنفيذ التزاماته التعاقدية.). تقدم إجابات دقيقة.,ما هي الآثار القانونية المترتبة على توقف المقاول عن تنفيذ أعمال عقد تجاري؟,"يترتب على توقف المقاول عن تنفيذ أعمال عقد تجاري حق الطرف المتضرر في طلب فسخ العقد وإلزامه بإعادة المبالغ التي قبضها دون وجه حق، بالإضافة إلى تحمل أتعاب الخبرة القضائية إذا ثبت إخلاله.

(المصدر: حكم رقم ٤٥٧٠٥٨٢٤٩٣ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 25.25%)",٤٥٧٠٥٨٢٤٩٣,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (فسخ عقد مقاولة تجاري لعدم التنفيذ) وتحديداً في مسائل (يثبت فسخ العقد التجاري وإلزام الطرف المخل بإعادة المبالغ غير المستحقة بناءً على تقرير خبير هندسي يحدد الأعمال المنفذة وقيمتها، وذلك عند توقف المقاول عن تنفيذ التزاماته التعاقدية.). تقدم إجابات دقيقة.,أنا صاحب شركة تعاقدت مع مقاول لتنفيذ مشروع، دفعت له جزءاً كبيراً من المبلغ، لكنه توقف عن العمل فجأة ولم يكمل المشروع. ما هي الخطوات التي يمكنني اتخاذها لاسترداد حقوقي وإنهاء العقد معه؟,"يمكنك رفع دعوى قضائية أمام المحكمة التجارية لطلب فسخ العقد وإلزام المقاول بإعادة المبالغ التي لم يقابلها عمل، مع المطالبة بأي تعويضات عن الأضرار الناتجة عن توقفه. ستقوم المحكمة على الأرجح بندب خبير هندسي لتقييم الأعمال المنجزة وتحديد المبالغ المستحقة وغير المستحقة.

(المصدر: حكم رقم ٤٥٧٠٥٨٢٤٩٣ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 25.25%)",٤٥٧٠٥٨٢٤٩٣,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (فسخ عقد مقاولة تجاري لعدم التنفيذ) وتحديداً في مسائل (يثبت فسخ العقد التجاري وإلزام الطرف المخل بإعادة المبالغ غير المستحقة بناءً على تقرير خبير هندسي يحدد الأعمال المنفذة وقيمتها، وذلك عند توقف المقاول عن تنفيذ التزاماته التعاقدية.). تقدم إجابات دقيقة.,ما هي الإجراءات المتبعة لندب خبير هندسي في المنازعات التجارية المتعلقة بعقود المقاولة، ومن يتحمل تكاليفه؟,"يتم ندب الخبير الهندسي بناءً على طلب أحد الأطراف أو بقرار من المحكمة لتقدير الأعمال المنفذة، قيمتها، وبيان المستحق وغير المستحق. ويتحمل الخصم الذي خسر المطالبة محل الخبرة المبلغ المقرر للخبرة، أو يتحمل كل خصم بقدر خسارته إذا كانت الخسارة نسبية، وفقاً للمادة (١٢٢) من نظام الإثبات.

(المصدر: حكم رقم ٤٥٧٠٥٨٢٤٩٣ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 25.25%)",٤٥٧٠٥٨٢٤٩٣,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعات الشركات) وتحديداً في مسائل (الآثار القانونية المترتبة على ترك الخصومة في الدعوى القضائية). تقدم إجابات دقيقة.,ما هو مفهوم ترك الخصومة وما هي آثاره القانونية؟,"ترك الخصومة هو تنازل المدعي عن دعواه القائمة أمام المحكمة مع احتفاظه بالحق المدعى به. يترتب على الترك إلغاء جميع إجراءات الخصومة بما في ذلك صحيفة الدعوى، لكنه لا يمس الحق المدعى به، مما يجيز للمدعي تجديد المطالبة به في أي وقت.

(المصدر: حكم رقم ٤٥٧٠٥٢٩١٠٨ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 52.76%)",٤٥٧٠٥٢٩١٠٨,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعات الشركات) وتحديداً في مسائل (الآثار القانونية المترتبة على ترك الخصومة في الدعوى القضائية). تقدم إجابات دقيقة.,أنا مدعي في قضية تجارية، وقررت التنازل عن دعواي الحالية لأسباب إجرائية، لكنني أرغب في الاحتفاظ بحقي في المطالبة مستقبلاً. هل يمكنني ذلك، وما هي الخطوات لضمان عدم فقدان حقي؟,"نعم، يمكنك ذلك من خلال طلب 'ترك الخصومة'. هذا الإجراء يسمح لك بالتنازل عن الدعوى القائمة مع الاحتفاظ بحقك الأصلي في المطالبة، بحيث يمكنك تجديد المطالبة به في أي وقت لاحق. يجب أن يتم طلب الترك بتبليغ الخصم، أو بتقرير لدى الكاتب المختص، أو ببيان صريح في مذكرة، أو شفهيًا في الجلسة وإثباته في الضبط. إذا كان المدعى عليه قد أبدى دفوعه، فيلزم موافقته على الترك.

(المصدر: حكم رقم ٤٥٧٠٥٢٩١٠٨ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 52.76%)",٤٥٧٠٥٢٩١٠٨,١٤٤٥,,pending
